"[['t cell'], ['nk cell'], ['gamma-delta t cell']]"
"[['pericyte'], ['smooth muscle cell'], ['fibroblast']]"
"[['fibroblast'], ['stromal cell'], ['extracellular matrix-producing cell']]"
"[['glandular cell (tracheal)'], ['secretory epithelial cell'], ['ionocyte']]"
"[['t cell (regulatory)'], ['activated t cell'], ['lymphocyte']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['cd4+ t cell'], ['helper t cell'], ['lymphocyte']]"
"[['b cell'], ['plasma cell'], ['dendritic cell']]"
"[['salivary gland cell'], ['secretory cell'], ['ion transport cell']]"
"[['cd8+ t cell'], ['cytotoxic t cell'], ['lymphocyte']]"
"[['plasma cell'], ['memory b cell'], ['b cell']]"
"[['ionocyte'], ['epithelial cell (ion transport)'], ['secretory cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['basal epithelial cell'], ['keratinocyte'], ['progenitor cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['fibroblast'], ['myofibroblast'], ['stromal cell']]"
"[['endothelial cell'], ['lymphatic endothelial cell'], ['pericyte']]"
"[['pericyte'], ['smooth muscle cell'], ['fibroblast']]"
"[['goblet cell'], ['secretory epithelial cell'], ['mucous cell']]"
"[['ionocyte'], ['ciliated cell'], ['secretory cell']]"
"[['glandular epithelial cell'], ['secretory cell'], ['ionocyte']]"
"[['gamma delta t cell'], ['t cell'], ['lymphocyte']]"
"[['ciliated cell'], ['epithelial cell (ciliated)'], ['motile cell']]"
"[['ciliated epithelial cell'], ['secretory cell'], ['stromal cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['natural killer cell'], ['t cell'], ['lymphocyte']]"
"[['smooth muscle cell'], ['myofibroblast'], ['stromal cell']]"
"[['lymphatic endothelial cell'], ['endothelial cell'], ['pericyte']]"
"[['proliferating cell (cycling)'], ['stromal cell'], ['epithelial cell']]"
"[['t cell'], ['memory t cell'], ['lymphocyte']]"
"[['epithelial cell (endometrial)'], ['glandular cell'], ['secretory cell']]"
"[['pericyte'], ['smooth muscle cell'], ['fibroblast']]"
"[['proliferating cell (cycling)'], ['epithelial cell'], ['stromal cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['fibroblast'], ['myofibroblast'], ['stromal cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['activated endothelial cell']]"
"[['lymphatic endothelial cell'], ['venous endothelial cell'], ['prox1+ endothelial cell']]"
"[['plasma cell'], ['memory b cell'], ['b cell']]"
"[['natural killer (nk) cell'], ['cytotoxic t cell'], ['gamma delta t cell']]"
"[['b cell'], ['naive b cell'], ['follicular b cell']]"
"[['mast cell'], ['basophil'], ['mast cell progenitor']]"
"[['t cell'], ['cd8+ t cell'], ['memory t cell']]"
"[['smooth muscle cell'], ['pericyte'], ['myofibroblast']]"
"[['endothelial tip cell'], ['arterial endothelial cell'], ['venous endothelial cell']]"
"[['macrophage (m2-like)'], ['monocyte'], ['dendritic cell']]"
"[['smooth muscle cell'], ['pericyte'], ['myofibroblast']]"
"[['fibroblast'], ['stromal cell'], ['adipocyte']]"
"[['endothelial cell'], ['venous endothelial cell'], ['lymphatic endothelial cell']]"
"[['erythroblast'], ['erythrocyte'], ['megakaryocyte-erythroid progenitor']]"
"[['mesothelial cell'], ['urothelial cell'], ['epithelial cell']]"
